Time
1.031111

4.288395

4.791677

5.047026

5.603768

5.788975

6.124467

6.561855

6.881263

7.798147

10.95223

1.869173
9.372732
13.26444
17.00715
24.17937
31.47609
39.69529
1.592765
3.861969
11.00825
14.75641
31.7491
40.05749
47.26113
6.513534
13.63819
14.99517
18.61961
26.00167
32.96092
2.062452
5.558494
9.77678
17.04525
24.88028
32.3692
1.216477
8.421812
15.8562
23.02194
29.63264
36.42924
4.679587
11.83373
19.55679
67.27189
69.14474
75.33385
79.52049
87.63924
95.23056
102.67
110.3225
5.019063
8.687628
11.95273
16.08507
20.07684
23.64744
1.058179
2.556706
3.24812
3.787584
4.310126
5.118631
7.308832
7.695516
8.132439
8.567333
10.95671
11.46207
11.91645
12.58912
13.04724
16.46253
18.95276
20.51628
21.745
29.74405
5.004603
12.8179
4.500023
12.15438
20.30985
32.90044
